municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 00:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 01:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 02:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 02:10:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 02:20:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 02:30:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 02:40:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 02:50:00;0,2
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 03:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 03:10:00;0,2
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 03:20:00;0,4
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 03:30:00;0,2
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 03:40:00;0,2
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 03:50:00;0,6000000000000001
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 04:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 04:10:00;0,2
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 04:20:00;0,2
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 04:30:00;0,2
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 04:40:00;0,4
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 04:50:00;0,4
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 05:00:00;0,2
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 05:10:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 06:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 07:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 08:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 08:10:00;0,2
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 08:20:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 09:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 10:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 11:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 12:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 13:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 14:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 15:00:00;0,0
ANÁPOLIS;520110801A;GO;Santa Maria do Nazaré;-16,326;-48,941;01/12/2014 15:10:00;0,0
